gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
27246;2313952;-0.8555325736677629;-48.1414985852069;UNIDADE DE SAUDE DA FAMILIA DE PENHA LONGA;AVENIDA NOSSA SENHORA DA PENHA;S/N;ZONA RURAL;;68780000.0;PA;Vigia;2016;5
27416;2314088;-2.43608951568596;-48.7392354011522;ESTRATEGIA SAUDE DA FAMILIA TURI ACU;COMUNIDADE TURI ACU;S/N;TURIACU;( );68695000.0;PA;Tailândia;2016;5
27233;2313863;-0.912766456603977;-48.1479692459092;POSTO DE SAUDE DE JUCARATEUA;VILA JUCARATEUA;S/N;CENTRO;;68780000.0;PA;Vigia;2016;5
27363;2019493;-3.3851199999999997;-57.714659999999995;CENTRO DE SAUDE ARACY MAFRA MONTEIRO;AV PEREIRA BARRETO;332;CENTRO;(92)05422112;69190000.0;AM;Maués;2016;5
27334;2469359;-6.76977703340734;-48.2937073910931;CENTRO DE SAUDE PIRAQUE;RUA PADRE ANTONIO;620;CENTRO;(63)34791156;77888000.0;TO;Piraquê;2016;5
27478;2336979;-1.44571815689042;-48.542575836181605;UNIDADE DE SAUDE DA FAMILIA DO COMBU;FURO DO COMBU;01;COMBU;;66060000.0;PA;Belém;2016;5
27315;2469596;-10.1712207549999;-48.88663008401689;UNIDADE BASICA DE SAUDE CLOVIS CARNEIRO CAMPOS PARAISO;AV BRASIL;985;VILA REGINA;(63)33613668;77600000.0;TO;Paraíso do Tocantins;2016;5
27290;2313901;-0.991387367248506;-48.145287036894395;POSTO DE SAUDE DE CUMARU;VILA CUMARU;12;CENTRO;;68780000.0;PA;Vigia;2016;5
27264;2001713;-9.94457960128755;-67.81731605529589;CENTRO DE SAUDE DEUSIMAR PINHEIRO DA SILVA;ANTIGA ESTRADA DE PORTO ACRE;912;PLACAS;(68)3228-9336;69900460.0;AC;Rio Branco;2016;5
27387;5479932;-4.3789100646971395;-70.0063848495463;UNIDADE BASICA DE SAUDE PRIM ASSIS;ESTRADA BOM JARDIM;S/N;BOM JARDIM;(97) 34155785;69630000.0;AM;Benjamin Constant;2016;5
27322;2469049;-10.176;-48.867;UNIDADE BASICA DE SAUDE BEATRIZ MEDEIROS PARAISO;RUA LAURA ESQ COM A RUA SAO BENEDITO;S/N;VILA CHAPADAO;(63) 33613662;77600000.0;TO;Paraíso do Tocantins;2016;5
27459;5516943;-6.127924574277481;-49.3099021911621;UNIDADE DE SAUDE DA FAMILIA VIVEIRO;BAMERINDUS VIVEIROS;S/N;ZONA RURAL;;68524000.0;PA;Eldorado do Carajás;2016;5
27422;2337045;-1.27460718154904;-48.4321761131273;UNIDADE DE SAUDE DA FAMILIA FIDELIS;RUA DO PANTANAL;05;OUTEIRO;(91)2445730;66035060.0;PA;Belém;2016;5
27326;2589966;3.35028861911031;-59.8780066289099;UBS VILENA;AV BRASIL;S/N;VILA VILENA;;69380000.0;RR;Bonfim;2016;5
27781;3331911;-9.95549;-67.86548;USF ANA ROSA ZONA RURAL;RAMAL DO GURGEL;S/N;AMAPA;68-3221-4532;69900970.0;AC;Rio Branco;2016;5
27801;5380146;-3.8385736942290096;-62.0667886733991;UBS SAO FRANCISCO;RUA SAO SAO FRANCISCO;S/N;SAO FRANCISCO;(097) 33531204;69450000.0;AM;Codajás;2016;5
27632;2316277;-1.6267450157621202;-49.5367956161499;UNIDADE BASICA DE SAUDE DA VILA RAQUEL;RIO UMARITUBA;S/N;CENTRO;;68820000.0;PA;São Sebastião da Boa Vista;2016;5
27951;3958094;-10.783853530883501;-49.6179699897752;UNIDADE BASICA DE SAUDE 1 LAGOA DA CONFUSAO;RUA 24 DE NOVEMBRO;S/N;CENTRO;(63) 33641656;77493000.0;TO;Lagoa da Confusão;2016;5
27812;2619601;-1.3855899999999999;-48.32857;UNIDADE SAUDE DA FAMILIA NOVA MARITUBA;RUA PRINCIPAL;S/N;NOVA MARITUBA;;67200000.0;PA;Marituba;2016;5
27756;2808285;-11.187654733657501;-62.174763679502604;CENTRO DE SAUDE TANCREDO ALMEIDA NEVES ALVORADA DO OESTE;RUA JOAO FERREIRA MARTINS;S/N;CENTRO;(69)4122281;76930000.0;RO;Alvorada D'Oeste;2016;5
27672;6911129;-6.2570893764494;-47.463169097899;POSTO DE SAUDE RIBEIRAO GRANDE TOCANTINOPOLIS;POVOADO RIBEIRAO GRANDE;S/N;POVOADO;;77900000.0;TO;Tocantinópolis;2016;5
27953;2020025;0.134453773498531;-51.052372455595396;PMM U B S DO CURIAU;CURIAU;01;CURIAU;(96)2131109;68912300.0;AP;Macapá;2016;5
27923;2317214;-1.77681326866145;-47.23966598510611;PS VILA DE CARAPARU;VILA DO CARAPARU;S/N;LOCALIDADE;;68650000.0;PA;Capitão Poço;2016;5
27844;2676141;-0.7664425315153709;-47.1726742979205;USF DE NAZARE;VILA DE NAZARE;S/N;ZONA RURAL;;68719000.0;PA;São João de Pirabas;2016;5
27920;2021188;0.0717008113861063;-51.081190109251395;PMM U B S INFRAERO II;AVN CARLOS LINS CORTES;161;INFRAERO II;(96)2512670;68906970.0;AP;Macapá;2016;5
27833;3576604;-3.5174810886382;-59.8103857040388;UNIDADE BASICA DE SAUDE BOA ESPERANCA;RODOVIA AM 254 KM 17;S/N;ZONA RURAL;;69250000.0;AM;Careiro;2016;5
27740;7191316;-1.38105368758916;-48.8755989074707;UNIDADE BASICA DE SAUDE DA FAMILIA MIGUEL MORAES MARTINS;MARGEM DIREITA DO RIO FORTALEZA;0;ZONA RURAL;;68830000.0;PA;Ponta de Pedras;2016;5
27689;2317141;-1.6690528392791297;-47.2774529457079;PS VILA DE PACUI MIRIM;VILA DE PACUI MIRIM;S/N;LOCALIDADE;;68650000.0;PA;Capitão Poço;2016;5
27630;2616076;-1.91089123469791;-49.913294613361394;ES DE ARACAERU;RIO ARACAERU;999;ZONA RURAL;;68470000.0;PA;Oeiras do Pará;2016;5
27768;5549825;-2.02756762504572;-47.220203876494;USF IACAIACA;VILA DE IACAIACA;521;ZONA RURAL;;68650000.0;PA;Capitão Poço;2016;5
27821;2619598;-1.37435;-48.33912;UNIDADE SAUDE DA FAMILIA SAO JOAO;RUA JOAO MARINHO DE CAMPOS;S/N;SAO JOSE;;67200000.0;PA;Marituba;2016;5
27709;2317133;-1.9040894508361297;-47.1974158287035;PS VILA DO ACAITEUA;ACAITEUA;S/N;LOCALIDADE;;68650000.0;PA;Capitão Poço;2016;5
27940;3011631;-1.6260087490081299;-49.2243504524217;UNIDADE DE SAUDE DA FAMILIA MANOEL DUARTE DA COSTA;VILA PONTA NEGRA;S/N;ZONA RURAL;91 34941442;68825000.0;PA;Muaná;2016;5
28366;2331071;-4.26372948;-55.9900488572777;UNIDADE DE SAUDE DA FAMILIA DR CARLOS FURTADO;RUA MANOEL ALEXANDRE TRIGESIMA QUARTA;S/N;SANTO ANTONIO;;68180550.0;PA;Itaituba;2016;5
28370;6787770;-3.89397740364063;-57.5045657157881;;;;;;;AM;Maués;2016;5
28198;2496380;-13.201532363891198;-60.8190679550153;PSF FELIZ DR HERCILIO DA SILVA DUTRA;RUA FERNANDO DE NORONHA LOTE 5 1;74;BAIRRO FLORESTA;(06)33423294;76997000.0;RO;Cerejeiras;2016;5
28120;2486687;-7.76485914125332;-48.5783806048644;UNIDADE DE SAUDE DA FAMILIA DE BANDEIRANTES;RUA DOMINGOS LEONEL;432;CENTRO;6334321192;77783000.0;TO;Bandeirantes do Tocantins;2016;5
28356;3516822;-9.49159741401645;-68.3548736572246;USF ANTIMARY;BR 364 KM 87 MARGENS DO DO RIO ANTIMARY;S/N;ZONA RURAL;;69926000.0;AC;Bujari;2016;5
28100;6204953;-2.1081144737390303;-56.490904772243205;PSF DO BAIRRO DO JUVENIL;RUA NOSSA SENHORA DAS GRACAS;S/N;JUVENIL;;68285000.0;PA;Terra Santa;2016;5
28133;2550261;2.8253002;-60.6713929;UNIDADE BASICA DE SAUDE DR HELIO MACEDO;RUA JOCA FARIAS;2199;JARDIM CARANA;(95) 36259550;69313600.0;RR;Boa Vista;2016;5
28182;5624266;-1.20600700378414;-47.1602940559373;UNIDADE SAUDE DA FAMILIA REGINALDO NARCISO DE V ROMARIZ;KM 02 ESTRADA CAPANEMA BRAGANCA;S/N;SAO PEDRO E SAO PAUL;;68701210.0;PA;Capanema;2016;5
28213;7676;-1.29588246345516;-47.9270410537706;FUNASA CENTRO DE SAUDE DE CASTANHAL;RUA SENADOR ANTONIO LEMOS;358;CENTRO;(91)37211946;68745000.0;PA;Castanhal;2016;5
28108;2017334;-3.12719;-58.4434;UNIDADE BASICA DE SAUDE MANOEL MENDES DA SILVA;RUA AFONSO DE CARVALHO;S/N;COLONIA;(92)5213055;69100084.0;AM;Itacoatiara;2016;5
28372;6806163;-3.71224164962758;-57.411718368528604;;;;;;;AM;Maués;2016;5
28299;3601897;-2.81881928443901;-58.6608982086165;POSTO DE SAUDE NOSSA SENHORA APARECIDA;ESTRADA DA VARZEA KM 33;S/N;COMUNIDADE;(92)5282010;69114000.0;AM;Silves;2016;5
28175;6929974;-1.2168002128600701;-47.1808934211717;UNIDADE SAUDE DA FAMILIA FRANCISCO CARNEIRO DE OLIVEIRA;RUA SAO JOAO;S/N;SAO JOAO BATISTA;;68700005.0;PA;Capanema;2016;5
28106;6910858;-11.908535957336099;-61.5130949020368;UBS ESF SAO FELIPE;AVENIDA TANCREDO NEVES;783;CENTRO;6934451320;76977000.0;RO;São Felipe D'Oeste;2016;5
28281;3021025;-2.9712975025176096;-58.47698450088329;POSTO DE SAUDE DA FAMILIA CRISTO REI;CRISTO REI;S/N;LAGO ANEBA;(92)35282010;69114000.0;AM;Silves;2016;5
28183;5680557;-1.20423674583432;-47.174005508421494;UNIDADE DE SAUDE DA FAMILIA DR MANOEL VALENTE;RUA BOM JARDIM;S/N;D JOAO VI;;68701060.0;PA;Capanema;2016;5
28172;5709520;-1.2957568050452501;-47.9266431419442;USF DO ROUXINOL;RUA PRINCIPAL;001;ROUXINOL;;68745000.0;PA;Castanhal;2016;5
28038;5729122;-8.25443996440306;-49.26723486187261;ESTRATEGIA DE SAUDE DA FAMILIA SETOR NORTE II;AVENIDA CARAJAS;S/N;SAO LUIS I;9434210233;68540000.0;PA;Conceição do Araguaia;2016;5
28166;2319985;4.19406294822681;-60.791494846342204;POSTO DE SAUDE SURUMU;AV NOSSA SENHORA DO PERPETUO SOCORRO;S/N;CENTRO;;69345000.0;RR;Pacaraima;2016;5
28246;2674807;-1.1365270614623701;-46.585614681242504;POSTO DE SAUDE APIO;LOCALIDADE DE APIO;S/N;APIO;;68610000.0;PA;Augusto Corrêa;2016;5
28212;7870;-1.2762486934661499;-47.94935703277449;USF JOSE ALVES DE SOUZA;RUA ONZE;S/N;FONTE BOA;;68745000.0;PA;Castanhal;2016;5
28371;6787797;-3.54916334152211;-58.1019258499129;;;;;;;AM;Maués;2016;5
28237;2330652;-8.1016510108171;-55.125000067055204;UNIDADE DE SAUDE DA FAMILIA SANTA LUZIA;CASTELO DOS SONHOS;S/N;ZONA RURAL;(93)35152297;68371970.0;PA;Altamira;2016;5
28235;2330423;-3.2040810585021;-52.217481136320494;UNIDADE DE SAUDE DA FAMILIA SUDAM 1;RUA LUIZ XV;1670;SUDAM I;(93)35152297;68371970.0;PA;Altamira;2016;5
28022;2619571;-1.3767993450164397;-48.288044929503;UNIDADE SAUDE DA FAMILIA RIACHO DOCE;RUA DOS NAVEGANTES;S/N;RIACHO DOCE;;67200000.0;PA;Marituba;2016;5
28311;2019973;0.18203616142272402;-51.2716913223252;PMM U B S CARMO DO MARUANUM;MARUANUM;01;MARUANUM;(96)2131109;68906970.0;AP;Macapá;2016;5
28328;5132282;-1.17785453796383;-47.442097663878;PS DO TERREIRAO;VILA TERREIRAO;S/N;ZONA RURAL;91 3469-1539;68730000.0;PA;Nova Timboteua;2016;5
28236;6790526;0.9048056602477759;-52.0117020606979;PMSN UBS GIMINIANO LIBERATO MARTINS JUNIOR;COMUNIDADE RIBEIRINHA DO PEDRA PRETA;S/N;PEDRA PRETA;;68948000.0;AP;Serra do Navio;2016;5
28197;7134258;-13.2022958161941;-60.81081345677379;EACS II;RUA MARIA GODOI DURAN;2955;ANCHIETA;069;76997000.0;RO;Cerejeiras;2016;5
28155;26239;-1.29151582717892;-47.8910565376268;USF SANTA CATARINA;RUA MARECHAL DEODORO;S/N;SANTA CATARINA;;68745000.0;PA;Castanhal;2016;5
28369;3302857;-3.37864995002737;-58.014485836027404;;;;;;;AM;Maués;2016;5
28290;3112845;-2.45945692062371;-57.1017193794234;CENTRO DE SAUDE DENIZAL PEREIRA;JOAO PEREIRA;454;ZONA RURAL;;69151000.0;AM;Parintins;2016;5
28153;6214185;-1.28445625305172;-47.91292190551621;JOSE ESPEDITO DE MAGALHAES;RUA MARIA GORETE;S/N;SAO JOSE;;68745000.0;PA;Castanhal;2016;5
28409;2468085;-10.163253326792699;-48.3510437082462;CENTRO DE SAUDE DA COMUNIDADE NOVO HORIZONTE;APM 07 LT 01;S/N;NOVO HORIZONTE;(63) 3218 5414;77060016.0;TO;Palmas;2016;5
28714;2020696;0.00687718391418437;-51.069195270536795;PMM U B S DAS PEDRINHAS;RUA JOAO CASTRO SUSSUARANA;01;JARDIM EQUATORIAL;;68903006.0;AP;Macapá;2016;5
28514;2468387;-7.54426002502419;-49.366958141325505;UNIDADE DE SAUDE DA FAMILIA PAU DARCO;RUA MESSIAS COSTA;1521;CENTRO;(63)34551158;77785000.0;TO;Pau D'Arco;2016;5
28405;2495368;-10.790762901305802;-61.6921377181989;CENTRO DE SAUDE NOVA COLINA JIPARANA;RUA TANCREDO NEVES;1010;NOVA COLINA;03272199;76900020.0;RO;Ji-Paraná;2016;5
28407;2333570;-8.870550539692939;-49.7193518572257;PSF IV MARIA RODRIGUES DA CONCEICAO;VILA NOVA ESPERANCA;S/N;CENTRO;(94)33193109;68565000.0;PA;Santa Maria das Barreiras;2016;5
28703;2021005;0.0516700744628891;-51.0422229766831;PMM UBS CIDADE NOVA;RUA BEIRA RIO;518;CIDADE NOVA I;(96)2236183;68905780.0;AP;Macapá;2016;5
28607;2320258;2.61002540588371;-60.5974316596967;POSTO DE SAUDE DO CANTA;FRANCISCO CUNHA;S/N;CENTRO;(95)5531189;69390000.0;RR;Cantá;2016;5
28543;2319683;3.6521184454459;-61.420590172663005;POSTO DE SAUDE TRAIRAO I;RUA AFONSO PENA;S/N;ZONA RURAL;;69343000.0;RR;Amajari;2016;5
28751;2020629;1.22387051582333;-50.8936715126023;PM TARTA POSTO DE SAUDE FAZENDA MODELO;COMUNIDADE FAZENDA MODELO;S/N;FAZENDA MODELO;34221110;68990000.0;AP;Tartarugalzinho;2016;5
28793;2333503;-8.855;-49.722;POSTO DE SAUDE AGROPECUS;VILA AGROPECUS;S/N;CENTRO;(94)33193108;68565000.0;PA;Santa Maria das Barreiras;2016;5
28529;2320053;3.35028861911031;-59.8780066289099;CENTRO DE SAUDE CRISTINO JOSE DA SILVA;RUA JOAO LOPES DE MAGALHAES;S/N;CENTRO;;69380000.0;RR;Bonfim;2016;5
28753;2331152;-4.3111499085354605;-55.9585189819336;UNIDADE DE SAUDE DA FAMILIA SAO TOME;AV CARLETO BERMEGUY DECIMA QUARTA;S/N;SAO TOME;;68180400.0;PA;Itaituba;2016;5
28732;2019965;0.17617821693419897;-51.2468647956833;PMM P S DO MARUANUM II;DISTRITO DE MACAPA;01;MARUANUM;(96)2131109;68912350.0;AP;Macapá;2016;5
28774;2560186;-8.57211470603918;-48.6881017684922;UNIDADE DE SAUDE DA FAMILIA DE ITAPORA;AVENIDA 05 DE ABRIL ESQUINA COM A RUA PEDRA BONITA;121112;SETOR NOVO HORIZONTE;(63)34581104;77740000.0;TO;Itaporã do Tocantins;2016;5
28587;2020955;-0.0490415096282945;-51.144683361051996;PM STN UBS IGARAPE DA FORTALEZA;RODOVIA JUSCELINO KUBITSCHEK;02;IGARAPE DA FORTALEZA;(96)991674801;68925010.0;AP;Santana;2016;5
28675;5709520;-1.2957568050452501;-47.9266431419442;USF DO ROUXINOL;RUA PRINCIPAL;001;ROUXINOL;;68745000.0;PA;Castanhal;2016;5
28590;5631270;-8.0276045;-50.0296418255092;UNIDADE DE SAUDE DA FAMILIA VII LAERCIO BARBALHO;AV JOSE CARRION ESQ COM A RUA 7 ALTO PARANA;S/N;ALTO PARANA;;68550370.0;PA;Redenção;2016;5
28430;2333511;-8.56530189514135;-49.860098361967495;POSTO DE SAUDE NOVO HORIZONTE;VILA NOVO HORIZONTE;S/N;CENTRO;(94)33193108;68565000.0;PA;Santa Maria das Barreiras;2016;5
28685;2370662;-10.183333300000001;-46.55;UNIDADE BASICA DE SAUDE DE SAO FELIX;AV FRANCISCO LEOBAS QD 07 LT 07;21;CENTRO;(63)35761013;77605000.0;TO;São Félix do Tocantins;2016;5
28526;7080743;-8.59671121174873;-48.937423825264;UNIDADE DE SAUDE DA FAMILIA E PRONTO ATEND DE PEQUIZEIRO;AV SAO PAULO;S/N;SETOR AEROPORTO;6334271198;77730000.0;TO;Pequizeiro;2016;5
28572;2316625;-8.0276045;-50.0296418255092;UNIDADE DE SAUDE DA FAMILIA II;AVN OTAVIO BATISTA ARANTES;002;SERRINHA;(94)34241942;68553130.0;PA;Redenção;2016;5
28403;2316218;-0.7611241587572171;-48.511505126953104;UNIDADE DE SAUDE DA FAMILIA DE JUBIM;VILA DE JUBIM;S/N;CENTRO;;68860000.0;PA;Salvaterra;2016;5
28531;2469200;-12.192837209054199;-46.98457179593229;UNIDADE DE SAUDE DE FAMILIA TAIPAS;RUA AYRTON SENNA;S/N;CENTRO;(63)3821124;77308000.0;TO;Taipas do Tocantins;2016;5
28448;2616041;-2.00239;-49.845620000000004;ES DE MORUJUCA;RIO MORUJUCA;999;ZONA RURAL;;68470000.0;PA;Oeiras do Pará;2016;5
28674;2468735;-11.625231878065;-46.820409066943505;UNIDADE BASICA DE SAUDE PSF 02 DIANOPOLIS;RUA 06;S/N;NOVA CIDADE;(63)3692-1105;77300000.0;TO;Dianópolis;2016;5
28463;2021269;0.715237855911234;-50.848953723906;PM ITA PS DO INAJA;VILA;01;CENTRO;33241282;68976000.0;AP;Itaubal;2016;5
28716;2021161;0.0518953800201401;-51.053917407988;PMM USB PACOVAL;RUA GENERAL RONDON;01;JULIAO RAMOS;(96)2131157;68908181.0;AP;Macapá;2016;5
28439;2806940;-10.4041600227353;-65.334062576292;CENTRO DE SAUDE ELENIZA FELIX DO CARMO;AVENIDA CECILIA MEIRELES;S/N;CENTRO;(69)35443194;76857000.0;RO;Nova Mamoré;2016;5
28635;2469243;-8.968920707702381;-48.1589984893785;UNIDADE MUNICIPAL DE SAUDE JOANA MARIA ARAUJO NEVES PEREIRA;AVENIDA TOCANTINS;S/N;PEDRA BRANCA;(63) 34831177;77714000.0;TO;Bom Jesus do Tocantins;2016;5
28594;7217196;-4.331;-49.79600000000001;ESF JOSE BATISTA LIMA ZONA RURAL;POLO PESQUEIRO;S/N;POLO PESQUEIRO;;68473000.0;PA;Novo Repartimento;2016;5
28583;3014614;0.0894784927368138;-51.0885071754441;PMM U B S BRASIL NOVO;AVENIDA ABACATAL;177;BRASIL NOVO;;68909301.0;AP;Macapá;2016;5
28767;2552108;-11.6938948631283;-61.1706304550153;UBS MAURA FERREIRA;SEBASTIAO SOARES MELO;391;TRIANGULO VERDE;(69)34515768;76970000.0;RO;Pimenta Bueno;2016;5
28427;2622645;-5.50024509429916;-48.4094738960252;POSTO DE SAUDE DE VILA DO CARMO;VILA DO CARMO;S/N;VILA DO CARMO;(94)33791217;68518000.0;PA;São João do Araguaia;2016;5
28507;7749740;-0.9856763000000001;-49.9350083;POSTO DE SAUDE MONTE SINAI;RIO ALTO ANAJAS;S/N;ZONA RURAL;91-36051123;68810000.0;PA;Anajás;2016;5
28609;2320789;1.005;-60.159;CENTRO DE SAUDE REGINA RIBEIRO PAIVA;AVENIDA JOAO RODRIGUES DA SILVA;S/N;CENTRO;95-35371021;69370000.0;RR;São Luiz;2016;5
28700;2468913;-9.79888035935058;-49.651033994437796;UNIDADE BASICA DE SAUDE MADRE PAULINA MARIANOPOLIS;RUA ANTONIO NETO;S/N;CENTRO;(63)3535-1271;77675000.0;TO;Marianópolis do Tocantins;2016;5
28719;2019752;0.763893127441384;-50.168166160582;PMM P S LIMAO DO CURUA;LIMAO DO CURUA BAILIQUE;01;LIMAO DO CURUA;(96)2131109;68913000.0;AP;Macapá;2016;5
28706;7846;-1.29959464073177;-47.98780918121199;USF SARAH MARTINS;AV BARAO DO RIO BRANCO;S/N;APEU;;68745000.0;PA;Castanhal;2016;5
28749;6049478;-0.01272439956665;-51.1745953559861;PM STN UBS PARQUE DAS LARANJEIRAS;RUA ORQUIDEAS;001;PARQUE DAS LARANJEIR;(96)991281422;68928247.0;AP;Santana;2016;5
28595;7189672;-4.331;-49.79600000000001;ESF BALTAZAR CLAUDINO ZONA RURAL;PISTA DA CIEX;02;PISTA DA CIEX;;68473000.0;PA;Novo Repartimento;2016;5
28701;2019892;0.970122814178439;-49.9947452545152;PMM P S FREGUESIA DO BAILIQUE;BAILIQUE;01;BAILIQUE;(96)2131109;68906790.0;AP;Macapá;2016;5
28874;2016559;-2.2951018810271604;-56.8043804168685;POSTO DE SAUDE MUNICIPAL CUTIPANA;COMUNIDADE DO CUTIPANA CRISTO REI;01;ZONA RURAL;(92)35347551;69140000.0;AM;Nhamundá;2016;5
28885;2017539;-4.390619891472721;-59.5945590194969;UNIDADE DE SAUDE DA FAMILIA ESF HERACLIO EMILIANO MODA;VILA DE AXINIM;S/N;ZONA RURAL;(92) 5121144;69200000.0;AM;Borba;2016;5
29111;2003279;-9.96801137924165;-67.7318286895732;USF BELO JARDIM III LIBERDADE CATUABA VISTA ALEGRE RURAL;BR 364 RAMAL BELO JARDIM;S/N;ZONA RURAL;;69900970.0;AC;Rio Branco;2016;5
29012;2744481;2.76065826416008;-60.7287311553937;UNIDADE BASICA DE SAUDE DELIO TUPINAMBA;AVENIDA BELO HORIZONTE;178;NOVA CIDADE;(95)36267138;69301970.0;RR;Boa Vista;2016;5
29082;2331527;-7.45477;-55.28946;POSTO DE SAUDE ROSA MISTICA;RODOVIA BR163;S/N;ZONA RURAL;;68193000.0;PA;Novo Progresso;2016;5
29001;2744457;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE 31 DE MARCO;RUA MAJOR CARLOS MARDEL;466;31 DE MARCO;(95)3623 - 1822;69301970.0;RR;Boa Vista;2016;5
28963;2317753;-1.6907365;-50.4808947990195;UNIDADE DE SAUDE DA FAMILIA DO AEROPORTO;RUA CONSTANTINO FELIX;S/N;AEROPORTO;(91)37831587;68800000.0;PA;Breves;2016;5
28820;2469057;-10.1712207549999;-48.88663008401689;UNIDADE BASICA DE SAUDE URSULINO COSTA PARAISO;RUA BERNADINO MACIEL;2523;SETOR AEROPORTO;(63)33613684;77600000.0;TO;Paraíso do Tocantins;2016;5
29110;2001837;-10.0070750713345;-67.7929615974407;USF SANTA INES I;RUA EDMUNDO PINTO;314;SANTA INES;(68) 3221-8947;69900970.0;AC;Rio Branco;2016;5
28905;3793974;-7.261608839034821;-64.79227781295589;CENTRO DE SAUDE RAIMUNDO DOMINGOS DE SOUZA;RUA 22 DE OUTUBRO;2506;BARRA LIMPA;9733311196;69830000.0;AM;Lábrea;2016;5
28903;6309410;-4.150085449218629;-50.232388973234606;PSF GOV ALMIR GABRIEL DISTRITO DE MARACAJA;ROD TRANSAMAZONICA;212;ZONA RURAL;9437851311;68473000.0;PA;Novo Repartimento;2016;5
28930;2600404;-7.163362574023759;-48.52731335449221;CENTRO DE SAUDE JOSE LUCIO ARAGOMINAS;RUA ARY VALADAO;S/N;CENTRO;(63)34631213;77845000.0;TO;Aragominas;2016;5
29106;2597470;-11.70386;-47.722770000000004;UNIDADE DE SAUDE FAMILIA SETOR SERRANO NATIVIDADE;RUA MAJOR VERISSIMO T DA MATA;S/N;ST SERRANO;(63)3721319;77370000.0;TO;Natividade;2016;5
29006;6006396;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE PASTOR LUCIANO GALDINO RABELO;RUA BRESCIA C BOLONIA;S/N;CENTENARIO;95-36232652;69301970.0;RR;Boa Vista;2016;5
28844;25615;-1.28587245941158;-47.9181361198411;USF FRANCISCO LOPES DA SILVA;RUA MARIO MOURA FILHO;150;CAICARA;;68745000.0;PA;Castanhal;2016;5
29102;2496569;-11.6723942756649;-61.1942553520185;UNIDADE BASICA DE SAUDE PASTOR JONAS PIMENTA BUENO;RUA RICARDO FRANCO;S/N;JARDIM DAS OLIVEIRAS;(69)34513453;76970000.0;RO;Pimenta Bueno;2016;5
29148;2497638;-10.7768690586087;-65.3204154968243;CENTRO DE SAUDE IRMA M AGOSTINHO GUAJARA MIRIM;RUA ALUIZIO FERREIRA;470;10 DE ABRIL;;76850000.0;RO;Guajará-Mirim;2016;5
29013;2566265;2.8340649604796497;-60.70115804672071;UNIDADE BASICA DE SAUDE JARDIM FLORESTA;RUA ANA CECILIA MOTA DA SILVA;S/N;JARDIM FLORESTA;(95) 3627-7973;69301970.0;RR;Boa Vista;2016;5
29136;2744570;2.8166819191043904;-60.670532672965;UNIDADE BASICA DE SAUDE DR SILVIO LOFEGO BOTELHO;AV MINAS GERAIS;512;DOS ESTADOS;(95)36238714;69301000.0;RR;Boa Vista;2016;5
29195;2469588;-7.03147877786105;-48.39595993062739;UNIDADE BASICA DE SAUDE ANA DOS SANTOS OLIVEIRA;RUA A;S/N;CENTRO;(63)34301140;77840000.0;TO;Carmolândia;2016;5
28876;3583775;-2.85994291305534;-56.9979715347273;POSTO DE SAUDE JOAO DO LAGO PEREIRA;FREGUESIA DO ANDIRA;S/N;ZONA RURAL;;69160000.0;AM;Barreirinha;2016;5
29175;2320002;4.34884786605822;-61.144344806669395;POSTO DE SAUDE ANDRE FERNANDES;RUA PRINCIPAL COMUNIDADE BOCA DA MATA;S/N;CENTRO;;69345000.0;RR;Pacaraima;2016;5
29101;2496542;-11.673831939696901;-61.1858439445478;UBS MADRE TEREZA DE CALCUTA PIMENTA BUENO;RUA PINHEIRO MACHADO;316;PIONEIROS;(69)34516674;76970000.0;RO;Pimenta Bueno;2016;5
28943;2000067;-8.15812110900855;-70.3494715690592;U S F FRANCISCA LIMA;RUA FRANCISCO CARNEIRO DE FRANCA;S/N;BELA VISTA;(68) 4632982;69960000.0;AC;Feijó;2016;5
29000;2744449;2.79781222343437;-60.6830048561079;UNIDADE BASICA DE SAUDE 13 DE SETEMBRO;AV ELDORADO;19;13 DE SETEMBRO;(95)3623 1776;69308000.0;RR;Boa Vista;2016;5
28878;3011240;0.0231528282165521;-51.17311477660979;PMM U B S CORACAO;AV PROFESSORA NEUZA AMARAL;1163;CORACAO;;68909876.0;AP;Macapá;2016;5
29095;2803232;-12.0773327350613;-64.0271186828595;CENTRO DE SAUDE SAO DOMINGOS;BR 429 KM 058;S/N;ZONA RURAL;;76937000.0;RO;Costa Marques;2016;5
29119;2370808;-12.814232110976802;-46.548042297361896;CENTRO DE SAUDE DE COMBINADO;AVENIDA PALMAS;136;CENTRO;63 36851244;77350000.0;TO;Combinado;2016;5
29196;2021226;0.7768828605639442;-51.9465942732743;PMPBA UBS SETE ILHAS;COMUNIDADE SETE ILHAS;01;SETE ILHAS;(96)3221212;68945000.0;AP;Pedra Branca do Amapari;2016;5
28871;5492890;-2.79743671417228;-57.1713709831221;POSTO DE SAUDE NENEN ANDRADE SEIXAS;TERRA PRETA DO LIMAO;S/N;ZONA RURAL;;69160000.0;AM;Barreirinha;2016;5
